player,team,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,map,date,source_url,event
sociablEE,FUT,5,2,0,0,1,0,0,0,0,45,0,1,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
yetujey,FUT,6,1,0,0,0,0,0,0,0,61,0,0,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
xeus,FUT,5,2,0,0,0,0,0,0,0,53,0,0,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
KROSTALY,FUT,5,0,0,0,2,0,0,0,0,48,9,1,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
s0pp,FUT,4,1,0,0,0,0,0,0,0,49,0,0,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
ExiT,NAVI,11,1,0,0,0,0,0,0,0,63,0,0,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
CyvOph,NAVI,4,1,0,0,1,0,0,0,0,69,5,0,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
chloric,NAVI,3,0,0,0,1,0,0,0,0,43,9,1,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
Ruxic,NAVI,4,3,0,0,0,0,0,0,0,49,2,0,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
hiro,NAVI,8,5,0,0,0,0,0,0,0,73,0,1,all,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
sociablEE,FUT,1,2,0,0,1,0,0,0,0,39,0,1,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
yetujey,FUT,2,1,0,0,0,0,0,0,0,67,0,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
xeus,FUT,3,0,0,0,0,0,0,0,0,54,0,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
KROSTALY,FUT,1,0,0,0,1,0,0,0,0,44,3,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
s0pp,FUT,1,0,0,0,0,0,0,0,0,39,0,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
ExiT,NAVI,5,0,0,0,0,0,0,0,0,57,0,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
CyvOph,NAVI,3,0,0,0,1,0,0,0,0,93,3,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
chloric,NAVI,2,0,0,0,0,0,0,0,0,33,5,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
Ruxic,NAVI,1,1,0,0,0,0,0,0,0,47,1,0,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
hiro,NAVI,3,3,0,0,0,0,0,0,0,76,0,1,Split,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
sociablEE,FUT,4,0,0,0,0,0,0,0,0,50,0,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
yetujey,FUT,4,0,0,0,0,0,0,0,0,55,0,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
xeus,FUT,2,2,0,0,0,0,0,0,0,52,0,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
KROSTALY,FUT,4,0,0,0,1,0,0,0,0,51,6,1,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
s0pp,FUT,3,1,0,0,0,0,0,0,0,59,0,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
ExiT,NAVI,6,1,0,0,0,0,0,0,0,68,0,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
CyvOph,NAVI,1,1,0,0,0,0,0,0,0,45,2,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
chloric,NAVI,1,0,0,0,1,0,0,0,0,52,4,1,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
Ruxic,NAVI,3,2,0,0,0,0,0,0,0,51,1,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
hiro,NAVI,5,2,0,0,0,0,0,0,0,69,0,0,Ascent,2026-07-15 11:00:00,https://www.vlr.gg/712803/fut-esports-vs-natus-vincere-vct-2026-emea-stage-2-w1,VCT 2026: EMEA Stage 2
