team,rival,team_1_select_1,team_2_select_1,team_1_select_2,team_2_select_2,team_1_select_3,team_2_select_3,decider,order,bo,date,source_url,event
JDG,FPX,Ascent,Haven,Summit,Sunset,Breeze,Lotus,Split,A,3,2026-08-06 04:00:00,https://www.vlr.gg/724621/funplus-phoenix-vs-jdg-esports-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
WOL,DRG,Breeze,Sunset,Lotus,Haven,Ascent,Split,Summit,A,3,2026-08-06 07:00:00,https://www.vlr.gg/724622/wolves-esports-vs-dragon-ranger-gaming-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
TE,AG,Haven,Breeze,Sunset,Split,Ascent,Lotus,Summit,A,3,2026-08-07 04:00:00,https://www.vlr.gg/724623/all-gamers-vs-trace-esports-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
EDG,TEC,Summit,Lotus,Sunset,Split,Haven,Breeze,Ascent,A,3,2026-08-07 07:00:00,https://www.vlr.gg/724624/edward-gaming-vs-titan-esports-club-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
WOL,AT,Breeze,Lotus,Haven,Ascent,Sunset,Split,Summit,A,3,2026-08-08 04:00:00,https://www.vlr.gg/724625/a-team-vs-wolves-esports-vct-2026-china-stage-2-lr1,VCT 2026: China Stage 2
KBG,FPX,Ascent,Haven,Breeze,Sunset,Lotus,Split,Summit,A,3,2026-08-08 07:35:00,https://www.vlr.gg/724626/keepbest-gaming-vs-funplus-phoenix-vct-2026-china-stage-2-lr1,VCT 2026: China Stage 2
WOL,EDG,Breeze,Lotus,Ascent,Sunset,Split,Summit,Haven,A,3,2026-08-09 04:00:00,https://www.vlr.gg/724627/edward-gaming-vs-wolves-esports-vct-2026-china-stage-2-lr2,VCT 2026: China Stage 2
FPX,TE,Split,Summit,Ascent,Lotus,Sunset,Haven,Breeze,A,3,2026-08-09 07:25:00,https://www.vlr.gg/724628/trace-esports-vs-funplus-phoenix-vct-2026-china-stage-2-lr2,VCT 2026: China Stage 2
AG,JDG,Breeze,Ascent,Summit,Sunset,Lotus,Haven,Split,A,3,2026-08-10 04:00:00,https://www.vlr.gg/724629/all-gamers-vs-jdg-esports-vct-2026-china-stage-2-ubsf,VCT 2026: China Stage 2
DRG,TEC,Breeze,Lotus,Summit,Ascent,Split,Sunset,Haven,A,3,2026-08-10 06:40:00,https://www.vlr.gg/724630/titan-esports-club-vs-dragon-ranger-gaming-vct-2026-china-stage-2-ubsf,VCT 2026: China Stage 2
EDG,JDG,Lotus,Ascent,Breeze,Summit,Split,Haven,Sunset,A,3,2026-08-11 04:00:00,https://www.vlr.gg/724631/jdg-esports-vs-edward-gaming-vct-2026-china-stage-2-lr3,VCT 2026: China Stage 2
TE,DRG,Haven,Lotus,Sunset,Ascent,Split,Breeze,Summit,A,3,2026-08-11 06:05:00,https://www.vlr.gg/724632/dragon-ranger-gaming-vs-trace-esports-vct-2026-china-stage-2-lr3,VCT 2026: China Stage 2
TEC,AG,Lotus,Breeze,Sunset,Ascent,Split,Haven,Summit,A,3,2026-08-12 04:00:00,https://www.vlr.gg/724633/all-gamers-vs-titan-esports-club-vct-2026-china-stage-2-ubf,VCT 2026: China Stage 2
JDG,TE,Ascent,Haven,Split,Sunset,Lotus,Summit,Breeze,A,3,2026-08-12 07:45:00,https://www.vlr.gg/724634/jd-gaming-vs-trace-esports-vct-2026-china-stage-2-lbf,VCT 2026: China Stage 2
JDG,NOVA,Ascent,Haven,Summit,Split,Sunset,Breeze,Lotus,A,3,2026-08-14 04:00:00,https://www.vlr.gg/724639/nova-esports-vs-jd-gaming-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
TYL,TEC,Breeze,Lotus,Sunset,Haven,Split,Summit,Ascent,A,3,2026-08-14 06:30:00,https://www.vlr.gg/724638/tyloo-vs-titan-esports-club-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
BLG,TE,Breeze,Haven,Lotus,Sunset,Ascent,Summit,Split,A,3,2026-08-15 04:00:00,https://www.vlr.gg/724641/bilibili-gaming-vs-trace-esports-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
AG,XLG,Breeze,Haven,Split,Lotus,Ascent,Summit,Sunset,A,3,2026-08-15 07:30:00,https://www.vlr.gg/724640/xi-lai-gaming-vs-all-gamers-vct-2026-china-stage-2-ubqf,VCT 2026: China Stage 2
TEC,NOVA,Lotus,Haven,Summit,Sunset,Breeze,Split,Ascent,A,3,2026-08-16 04:00:00,https://www.vlr.gg/724646/titan-esports-club-vs-nova-esports-vct-2026-china-stage-2-lr1,VCT 2026: China Stage 2
AG,TE,Breeze,Haven,Split,Lotus,Sunset,Summit,Ascent,A,3,2026-08-16 06:35:00,https://www.vlr.gg/724647/all-gamers-vs-trace-esports-vct-2026-china-stage-2-lr1,VCT 2026: China Stage 2
TYL,JDG,Split,Sunset,Breeze,Summit,Lotus,Haven,Ascent,A,3,2026-08-19 04:00:00,https://www.vlr.gg/724642/tyloo-vs-jd-gaming-vct-2026-china-stage-2-ubsf,VCT 2026: China Stage 2
XLG,BLG,Summit,Breeze,Lotus,Split,Ascent,Sunset,Haven,A,3,2026-08-19 07:45:00,https://www.vlr.gg/724643/xi-lai-gaming-vs-bilibili-gaming-vct-2026-china-stage-2-ubsf,VCT 2026: China Stage 2
AG,TYL,Breeze,Ascent,Split,Sunset,Lotus,Haven,Summit,A,3,2026-08-20 04:00:00,https://www.vlr.gg/724649/tyloo-vs-all-gamers-vct-2026-china-stage-2-lr2,VCT 2026: China Stage 2
NOVA,XLG,Summit,Ascent,Split,Lotus,Haven,Sunset,Breeze,A,3,2026-08-20 06:35:00,https://www.vlr.gg/724648/xi-lai-gaming-vs-nova-esports-vct-2026-china-stage-2-lr2,VCT 2026: China Stage 2
BLG,JDG,Breeze,Haven,Lotus,Split,Ascent,Sunset,Summit,A,3,2026-08-21 04:00:00,https://www.vlr.gg/724644/jd-gaming-vs-bilibili-gaming-vct-2026-china-stage-2-ubf,VCT 2026: China Stage 2
NOVA,TYL,Sunset,Breeze,Ascent,Summit,Haven,Split,Lotus,A,3,2026-08-21 06:00:00,https://www.vlr.gg/724650/nova-esports-vs-tyloo-vct-2026-china-stage-2-lr3,VCT 2026: China Stage 2
TYL,BLG,Haven,Breeze,Sunset,Summit,Split,Lotus,Ascent,A,5,2026-08-22 04:00:00,https://www.vlr.gg/724651/bilibili-gaming-vs-tyloo-vct-2026-china-stage-2-lbf,VCT 2026: China Stage 2
JDG,TYL,Haven,Sunset,Lotus,Split,Breeze,Summit,Ascent,A,5,2026-08-23 04:00:00,https://www.vlr.gg/724645/jd-gaming-vs-tyloo-vct-2026-china-stage-2-gf,VCT 2026: China Stage 2
