player,team,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,map,date,source_url,event
kiNgg,LEV,6,1,1,0,2,0,0,0,0,57,1,1,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
blowz,LEV,5,0,0,0,1,0,0,0,0,41,10,2,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
Sato,LEV,8,1,3,0,0,0,0,0,0,61,5,0,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
spike,LEV,7,1,0,0,0,0,0,0,0,47,1,2,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
Neon,LEV,10,3,0,0,1,0,1,0,0,60,2,1,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
eeiu,FUR,5,4,0,0,0,2,1,0,0,51,8,0,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
koalanoob,FUR,4,3,0,0,1,0,0,0,0,55,3,1,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
artzin,FUR,5,0,0,0,0,0,0,0,0,41,2,0,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
Shyy,FUR,7,3,0,0,1,0,0,0,0,58,1,2,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
basic,FUR,10,3,1,0,1,2,0,0,0,63,13,0,all,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
kiNgg,LEV,1,0,0,0,0,0,0,0,0,36,1,1,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
blowz,LEV,3,0,0,0,0,0,0,0,0,58,5,0,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
Sato,LEV,2,0,1,0,0,0,0,0,0,58,3,0,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
spike,LEV,4,1,0,0,0,0,0,0,0,57,0,1,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
Neon,LEV,4,1,0,0,0,0,1,0,0,55,1,1,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
eeiu,FUR,2,2,0,0,0,1,0,0,0,69,3,0,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
koalanoob,FUR,1,1,0,0,0,0,0,0,0,44,1,0,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
artzin,FUR,3,0,0,0,0,0,0,0,0,47,0,0,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
Shyy,FUR,2,0,0,0,0,0,0,0,0,36,0,1,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
basic,FUR,4,0,1,0,1,1,0,0,0,63,4,0,Haven,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
kiNgg,LEV,2,0,0,0,0,0,0,0,0,45,0,0,Sunset,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
blowz,LEV,1,0,0,0,1,0,0,0,0,25,0,0,Sunset,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
Sato,LEV,2,0,1,0,0,0,0,0,0,64,1,0,Sunset,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
spike,LEV,1,0,0,0,0,0,0,0,0,43,0,0,Sunset,2026-07-16 17:00:00,https://www.vlr.gg/706349/leviat-n-vs-furia-vct-2026-americas-stage-2-w1,VCT 2026: Americas Stage 2
