teamA,map,side,teamB,rndA,rndB,round,winCon,date,map_order,event,source_url
FNC,Breeze,atk,EF,1,0,13,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,14,boom,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,15,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,16,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,0,1,17,defus,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,0,1,18,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,19,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,20,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,21,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,22,boom,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,0,1,23,tim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,24,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,atk,EF,1,0,26,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
FNC,Breeze,def,EF,0,1,1,elim,2026-04-01 11:00:00,0,VCT 2026: EMEA Stage 1,https://www.vlr.gg/644709/fnatic-vs-eternal-fire-vct-2026-emea-stage-1-w1
