team,rival,team_1_select_1,team_2_select_1,team_1_select_2,team_2_select_2,team_1_select_3,team_2_select_3,decider,order,bo,date,source_url,event
RRQ,T1,Split,Fracture,Pearl,Bind,Haven,Breeze,Lotus,A,3,2026-04-19 04:00:00,https://www.vlr.gg/644669/rex-regum-qeon-vs-t1-vct-2026-pacific-stage-1-w3,VCT 2026: Pacific Stage 1
NS,GEN,Lotus,Bind,Pearl,Breeze,Haven,Fracture,Split,A,3,2026-04-19 06:25:00,https://www.vlr.gg/644670/nongshim-redforce-vs-gen-g-vct-2026-pacific-stage-1-w3,VCT 2026: Pacific Stage 1
RRQ,FS,Split,Breeze,Pearl,Haven,Bind,Lotus,Fracture,A,3,2026-04-24 04:00:00,https://www.vlr.gg/644671/rex-regum-qeon-vs-full-sense-vct-2026-pacific-stage-1-w4,VCT 2026: Pacific Stage 1
GE,PRX,Fracture,Bind,Split,Pearl,Lotus,Breeze,Haven,A,3,2026-04-24 07:00:00,https://www.vlr.gg/644672/paper-rex-vs-global-esports-vct-2026-pacific-stage-1-w4,VCT 2026: Pacific Stage 1
GEN,KRX,Fracture,Bind,Haven,Pearl,Breeze,Split,Lotus,A,3,2026-04-25 04:00:00,https://www.vlr.gg/644673/gen-g-vs-kiwoom-drx-vct-2026-pacific-stage-1-w4,VCT 2026: Pacific Stage 1
DFM,VL,Breeze,Pearl,Lotus,Haven,Bind,Split,Fracture,A,3,2026-04-25 07:35:00,https://www.vlr.gg/644674/detonation-focusme-vs-varrel-vct-2026-pacific-stage-1-w4,VCT 2026: Pacific Stage 1
ZETA,T1,Pearl,Fracture,Haven,Lotus,Bind,Breeze,Split,A,3,2026-04-26 04:00:00,https://www.vlr.gg/644675/t1-vs-zeta-division-vct-2026-pacific-stage-1-w4,VCT 2026: Pacific Stage 1
NS,TS,Lotus,Haven,Breeze,Fracture,Split,Bind,Pearl,A,3,2026-04-26 06:05:00,https://www.vlr.gg/644676/nongshim-redforce-vs-team-secret-vct-2026-pacific-stage-1-w4,VCT 2026: Pacific Stage 1
TS,GEN,Haven,Fracture,Split,Lotus,Pearl,Bind,Breeze,A,3,2026-05-01 04:00:00,https://www.vlr.gg/644677/gen-g-vs-team-secret-vct-2026-pacific-stage-1-w5,VCT 2026: Pacific Stage 1
VL,ZETA,Split,Pearl,Bind,Breeze,Haven,Lotus,Fracture,A,3,2026-05-01 07:20:00,https://www.vlr.gg/644678/varrel-vs-zeta-division-vct-2026-pacific-stage-1-w5,VCT 2026: Pacific Stage 1
FS,T1,Lotus,Fracture,Pearl,Bind,Split,Haven,Breeze,A,3,2026-05-02 04:00:00,https://www.vlr.gg/644679/t1-vs-full-sense-vct-2026-pacific-stage-1-w5,VCT 2026: Pacific Stage 1
NS,GE,Fracture,Pearl,Breeze,Bind,Split,Lotus,Haven,A,3,2026-05-02 07:10:00,https://www.vlr.gg/644680/nongshim-redforce-vs-global-esports-vct-2026-pacific-stage-1-w5,VCT 2026: Pacific Stage 1
PRX,KRX,Pearl,Bind,Breeze,Lotus,Haven,Split,Fracture,A,3,2026-05-03 04:00:00,https://www.vlr.gg/644681/paper-rex-vs-kiwoom-drx-vct-2026-pacific-stage-1-w5,VCT 2026: Pacific Stage 1
DFM,RRQ,Bind,Split,Haven,Lotus,Pearl,Breeze,Fracture,A,3,2026-05-03 06:00:00,https://www.vlr.gg/644682/rex-regum-qeon-vs-detonation-focusme-vct-2026-pacific-stage-1-w5,VCT 2026: Pacific Stage 1
GE,RRQ,Fracture,Split,Breeze,Pearl,Lotus,Haven,Ascent,A,3,2026-05-07 04:00:00,https://www.vlr.gg/666488/rex-regum-qeon-vs-global-esports-vct-2026-pacific-stage-1-ur1,VCT 2026: Pacific Stage 1
FS,KRX,Ascent,Pearl,Lotus,Fracture,Split,Haven,Breeze,A,3,2026-05-07 06:35:00,https://www.vlr.gg/666489/kiwoom-drx-vs-full-sense-vct-2026-pacific-stage-1-ur1,VCT 2026: Pacific Stage 1
GE,PRX,Fracture,Haven,Breeze,Lotus,Split,Ascent,Pearl,A,3,2026-05-08 04:00:00,https://www.vlr.gg/666490/paper-rex-vs-global-esports-vct-2026-pacific-stage-1-ubsf,VCT 2026: Pacific Stage 1
FS,T1,Ascent,Fracture,Pearl,Lotus,Split,Haven,Breeze,A,3,2026-05-08 07:15:00,https://www.vlr.gg/666491/t1-vs-full-sense-vct-2026-pacific-stage-1-ubsf,VCT 2026: Pacific Stage 1
DFM,RRQ,Fracture,Split,Ascent,Breeze,Pearl,Haven,Lotus,A,3,2026-05-09 04:00:00,https://www.vlr.gg/666494/rex-regum-qeon-vs-detonation-focusme-vct-2026-pacific-stage-1-lr1,VCT 2026: Pacific Stage 1
NS,KRX,Fracture,Breeze,Pearl,Split,Lotus,Ascent,Haven,A,3,2026-05-09 07:30:00,https://www.vlr.gg/666495/kiwoom-drx-vs-nongshim-redforce-vct-2026-pacific-stage-1-lr1,VCT 2026: Pacific Stage 1
RRQ,T1,Split,Fracture,Haven,Lotus,Pearl,Ascent,Breeze,A,3,2026-05-10 04:00:00,https://www.vlr.gg/666496/t1-vs-rex-regum-qeon-vct-2026-pacific-stage-1-lr2,VCT 2026: Pacific Stage 1
KRX,PRX,Lotus,Pearl,Ascent,Breeze,Fracture,Haven,Split,A,3,2026-05-10 07:30:00,https://www.vlr.gg/666497/paper-rex-vs-kiwoom-drx-vct-2026-pacific-stage-1-lr2,VCT 2026: Pacific Stage 1
FS,GE,Ascent,Fracture,Split,Breeze,Haven,Pearl,Lotus,A,3,2026-05-15 06:00:00,https://www.vlr.gg/666492/global-esports-vs-full-sense-vct-2026-pacific-stage-1-ubf,VCT 2026: Pacific Stage 1
PRX,T1,Pearl,Fracture,Split,Ascent,Haven,Lotus,Breeze,A,3,2026-05-15 08:20:00,https://www.vlr.gg/666498/t1-vs-paper-rex-vct-2026-pacific-stage-1-lr3,VCT 2026: Pacific Stage 1
GE,PRX,Fracture,Pearl,Haven,Lotus,Ascent,Split,Breeze,A,5,2026-05-16 06:00:00,https://www.vlr.gg/666499/global-esports-vs-paper-rex-vct-2026-pacific-stage-1-lbf,VCT 2026: Pacific Stage 1
FS,PRX,Ascent,Split,Pearl,Lotus,Fracture,Haven,Breeze,A,5,2026-05-17 06:00:00,https://www.vlr.gg/666493/full-sense-vs-paper-rex-vct-2026-pacific-stage-1-gf,VCT 2026: Pacific Stage 1
