player,team,2K,3K,4K,5K,1v1,1v2,1v3,1v4,1v5,ECON,PL,DE,map,date,source_url,event
Lakia,GEN,4,2,0,0,0,0,0,0,0,63,5,0,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
t3xture,GEN,4,2,0,0,0,0,0,0,0,63,0,0,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Foxy9,GEN,2,0,0,0,1,0,1,0,0,35,4,1,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Karon,GEN,3,1,0,0,0,1,0,0,0,37,1,1,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
ZynX,GEN,5,0,0,0,0,0,0,0,0,37,0,0,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Autumn,GE,7,2,0,0,2,0,0,0,0,57,3,1,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
UdoTan,GE,4,2,0,1,0,0,0,0,0,65,1,2,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Kr1stal,GE,4,1,0,0,0,0,0,0,0,48,1,0,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
xavi8k,GE,7,1,0,0,1,0,0,0,0,46,2,1,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
PatMen,GE,6,3,1,0,0,0,1,0,0,81,5,1,all,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Lakia,GEN,4,0,0,0,0,0,0,0,0,61,2,0,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
t3xture,GEN,3,1,0,0,0,0,0,0,0,59,0,0,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Foxy9,GEN,2,0,0,0,0,0,1,0,0,36,1,1,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Karon,GEN,2,1,0,0,0,1,0,0,0,50,1,1,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
ZynX,GEN,3,0,0,0,0,0,0,0,0,44,0,0,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Autumn,GE,3,1,0,0,2,0,0,0,0,63,2,0,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
UdoTan,GE,0,1,0,0,0,0,0,0,0,42,0,0,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Kr1stal,GE,2,0,0,0,0,0,0,0,0,41,1,0,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
xavi8k,GE,5,1,0,0,1,0,0,0,0,56,1,1,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
PatMen,GE,3,1,1,0,0,0,1,0,0,68,5,0,Bind,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Lakia,GEN,0,2,0,0,0,0,0,0,0,64,3,0,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
t3xture,GEN,1,1,0,0,0,0,0,0,0,67,0,0,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Foxy9,GEN,0,0,0,0,1,0,0,0,0,34,3,0,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Karon,GEN,1,0,0,0,0,0,0,0,0,24,0,0,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
ZynX,GEN,2,0,0,0,0,0,0,0,0,30,0,0,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Autumn,GE,4,1,0,0,0,0,0,0,0,51,1,1,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
UdoTan,GE,4,1,0,1,0,0,0,0,0,87,1,2,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Kr1stal,GE,2,1,0,0,0,0,0,0,0,55,0,0,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
xavi8k,GE,2,0,0,0,0,0,0,0,0,35,1,0,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
PatMen,GE,3,2,0,0,0,0,0,0,0,94,0,1,Split,2026-04-03 04:00:00,https://www.vlr.gg/644652/gen-g-vs-global-esports-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
stax,T1,4,2,0,0,1,0,0,0,0,44,9,1,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
BuZz,T1,12,2,0,0,0,0,0,0,0,71,2,0,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Munchkin,T1,3,0,0,0,4,0,0,0,0,41,6,2,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Meteor,T1,6,4,0,0,0,0,0,0,0,84,2,1,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
iZu,T1,8,2,1,0,0,0,0,0,0,67,1,0,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
C1ndeR,VL,9,3,0,0,1,0,0,0,0,54,2,1,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Klaus,VL,2,1,0,0,0,0,0,0,0,28,0,0,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
oonzmlp,VL,3,0,0,0,0,0,0,0,0,46,5,0,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Zexy,VL,1,0,0,0,0,1,0,0,0,36,0,0,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
XuNa,VL,8,3,0,0,0,1,0,0,0,61,5,0,all,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
stax,T1,2,1,0,0,1,0,0,0,0,35,4,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
BuZz,T1,6,0,0,0,0,0,0,0,0,68,1,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Munchkin,T1,2,0,0,0,1,0,0,0,0,39,2,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Meteor,T1,2,2,0,0,0,0,0,0,0,77,2,1,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
iZu,T1,4,1,1,0,0,0,0,0,0,56,0,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
C1ndeR,VL,7,2,0,0,0,0,0,0,0,61,2,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Klaus,VL,2,0,0,0,0,0,0,0,0,24,0,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
oonzmlp,VL,2,0,0,0,0,0,0,0,0,55,2,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Zexy,VL,1,0,0,0,0,0,0,0,0,38,0,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
XuNa,VL,3,3,0,0,0,1,0,0,0,63,5,0,Haven,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
stax,T1,2,1,0,0,0,0,0,0,0,53,5,1,Pearl,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
BuZz,T1,6,2,0,0,0,0,0,0,0,73,1,0,Pearl,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Munchkin,T1,1,0,0,0,3,0,0,0,0,43,4,2,Pearl,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
Meteor,T1,4,2,0,0,0,0,0,0,0,90,0,0,Pearl,2026-04-03 06:15:00,https://www.vlr.gg/644653/t1-vs-varrel-vct-2026-pacific-stage-1-w1,VCT 2026: Pacific Stage 1
